_id,name,asset_type,location_id,street_address,city,latitude,longitude
35265335,THIRD CHILD INC,community_nonprofit_orgs,59875.0,1552 DAGMAR AVE,PITTSBURGH,40.4108774728978,-80.0230881947903
35265336,THOMAS A WILSON FOUNDATION,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265337,THOMAS C AND JO ANN SUCCOP FAMILY CHARITABLE FOUNDATION,community_nonprofit_orgs,60556.0,711 DEVONSHIRE ST,PITTSBURGH,40.4493629286885,-79.9441846130209
35265338,THOMAS JEFFERSON HOCKEY CLUB INC,community_nonprofit_orgs,49675.0,PO BOX 18636,PITTSBURGH,40.33514,-79.983243
35265339,THOMAS D AND FRANCES N MAHER FAMILY FOUNDATION,community_nonprofit_orgs,63131.0,550 SQUAW RUN RD E,PITTSBURGH,40.5304281949143,-79.8867028984389
35265340,THREE RIVERS AREA LABOR MANAGEMENT COMMITTEE INC,community_nonprofit_orgs,49071.0,PO BOX 112735,PITTSBURGH,40.332266,-80.081026
35265341,THOMAS JEFFERSON BAND PATRONS INC,community_nonprofit_orgs,18031.0,310 OLD CLAIRTON RD,JEFFERSON HLS,40.3110718273062,-79.9516950258703
35265342,THOMAS JEFFERSON METRO BASEBALL ASSOCIATION,community_nonprofit_orgs,73313.0,1350 S RANDOLPH DR,JEFFERSON HLS,40.2824182191195,-79.9617039985137
35265343,THOMAS JEFFERSON YOUTH GIRLS SOFTBALL ASSOCIATION (TJYGS),community_nonprofit_orgs,62225.0,1301 TOWNE HALL TER,JEFFERSON HLS,40.2951412434848,-79.9306505891611
35265344,THOMAS L BARLETTA CHARITABLE FOUNDATION TUA,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265345,THOMAS LORD CHARITABLE TRUST,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265346,THOMAS MARSHALL FOUNDATION (MARSHALL THOMAS TTEE),community_nonprofit_orgs,54392.0,441 DIVISION ST STE 202,SEWICKLEY,40.5410222234818,-80.1799814145197
35265347,THOMAS MERTON CENTER INC,community_nonprofit_orgs,45804.0,5129 PENN AVE,PITTSBURGH,40.4650325203344,-79.9417188625084
35265348,THOMAS R BOGGS ANNUITY FUND TRUST 9 572-1,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265349,THOMAS R DRAPER CRUT,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265350,THOMAS M SCOTT CHARITABLE TRUST (MATHEWS STANLEY A TTEE),community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265351,THOMAS W PANGBORN TRUST UW & CODICIL TRUST 18290-0,community_nonprofit_orgs,67780.0,620 LIBERTY AVE N,PITTSBURGH,40.4418108620858,-80.0008321303535
35265352,THOMAS WALTER PLANTE TRUST,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265353,THOMAS YOUNG IRRV TR UA,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265354,THOMPSON CHARIS FOUNDATION,community_nonprofit_orgs,65665.0,3 FOXHILL FARM RD,SEWICKLEY,40.5488313596794,-80.164041360923
35265355,THOMPSON FOUNDATION,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265356,THORNBURG COMMUNITY CLUB INC,community_nonprofit_orgs,49924.0,545 HAMILTON RD,PITTSBURGH,40.4323204846383,-80.0831151777392
35265357,THREE BOROUGHS GROUP INC,community_nonprofit_orgs,69164.0,112 E 8TH AVE,HOMESTEAD,40.4062744965544,-79.9117584227382
35265358,THREE HIERARCHS EASTERN ORTHODOX SCHOOL,community_nonprofit_orgs,34177.0,1819 ELLSWORTH AVE,HEIDELBERG,40.3898861061243,-80.0907729482752
35265359,THREE RIVERS ACADEMIC CONSORTIUM,community_nonprofit_orgs,51213.0,4615 COUNTRY CLUB DR,PITTSBURGH,40.3550875082049,-79.9832447677107
35265360,THREE RIVERS ADOPTION COUNCIL,community_nonprofit_orgs,47139.0,1600 WEST CARSON STREET,PITTSBURGH,40.4418047473585,-80.0217185175343
35265361,THREE RIVERS ADVERTISING SPECIALTY ASSOCIATION,community_nonprofit_orgs,50702.0,3003 SALISBURY CT,MARS,40.6718923798643,-80.1282759971717
35265362,THREE RIVERS ASSEMBLY OF GOD,community_nonprofit_orgs,48607.0,1030 JEFFERSON RD,PITTSBURGH,40.4510491572603,-79.8121298395196
35265363,THREE RIVERS BRANCH-AMERICAN ASSN FOR LABORATORY ANIMAL SCIENCE (TRBAALAS),community_nonprofit_orgs,69555.0,1872 RED COACH RD,ALLISON PARK,40.5607885455353,-79.9945277211321
35265364,THREE RIVERS BUSINESS ALLIANCE,community_nonprofit_orgs,49171.0,1735 E CARSON ST,PITTSBURGH,40.4288683654387,-79.9815130309041
35265365,THREE RIVERS BUSINESS ALLIANCE FOUNDATION,community_nonprofit_orgs,49171.0,1735 E CARSON ST,PITTSBURGH,40.4288683654387,-79.9815130309041
35265366,THREE RIVERS CHAPTER OF ACHMM,community_nonprofit_orgs,18020.0,337 4TH AVE,PITTSBURGH,40.4391180248536,-79.9999268488946
35265367,THREE RIVERS COMMONS INC,community_nonprofit_orgs,19045.0,806 WEST ST,HOMESTEAD,40.4056648325227,-79.9120548835607
35265368,THOMAS TAYLOR POOR FUND,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265369,THREE RIVERS DOCKDOGS CORP,community_nonprofit_orgs,56859.0,65 PLEASANT RD,MCDONALD,40.304811,-80.275634
35265370,THREE RIVERS COMMUNITIES INC,community_nonprofit_orgs,51741.0,625 STANWIX STREET 12TH FLOOR,PITTSBURGH,40.4431619115549,-80.004842821741
35265371,THREE RIVERS QUILTERS INC,community_nonprofit_orgs,50528.0,PO BOX 97721,PITTSBURGH,40.380519,-79.966723
35265372,THREE RIVERS COMMUNITY FOUNDATION,community_nonprofit_orgs,49538.0,100 N BRADDOCK AVE STE 302,PITTSBURGH,40.4471223536812,-79.8950885110116
35265373,THROUGHLINE THEATRE COMPANY INC,community_nonprofit_orgs,58680.0,PO BOX 14844,PITTSBURGH,40.368819,-80.022399
35265374,THREE RIVERS DEPRESSION ERA GLASS SOCIETY,community_nonprofit_orgs,46318.0,130 ORCHARD SPRING RD,PITTSBURGH,40.3987419989251,-80.0690865425041
35265375,TIFERET INCORPORATED,community_nonprofit_orgs,73516.0,PO BOX 484,WEXFORD,40.62646,-80.05589
35265376,THREE RIVERS EMPLOYMENT SERVICE,community_nonprofit_orgs,48932.0,1001 LIBERTY AVE,PITTSBURGH,40.4445687762873,-79.9939920077681
35265377,THREE RIVERS FERRET COUNCIL INC,community_nonprofit_orgs,52498.0,145 MARGARET ST,PITTSBURGH,40.4100856115882,-79.9878453682296
35265378,THREE RIVERS MOTHERS MILK BANK,community_nonprofit_orgs,64073.0,3127 PENN AVE,PITTSBURGH,40.4606656851037,-79.9707098076244
35265379,THREE RIVERS RINGERS A NON PROFIT CORP,community_nonprofit_orgs,57792.0,218 DAN DR,PITTSBURGH,40.3932454108973,-80.0484712695636
35265380,THREE RIVERS ROWING ASSOCIATION,community_nonprofit_orgs,48825.0,300 WATERFRONT DR,PITTSBURGH,40.4668534930761,-79.9762478275208
35265381,TOASTMASTERS INTERNATIONAL (7430195 PRIMARILY SPEAKING),community_nonprofit_orgs,76842.0,501 MARTINDALE ST FL 4,PITTSBURGH,40.4488263833159,-80.0096671248478
35265382,THREE RIVERS SINGLE GOLF CLUB INC,community_nonprofit_orgs,51895.0,9400 OLD PERRY HWY,PITTSBURGH,40.5772945044753,-80.0392550514386
35265383,THREE RIVERS TIBETAN CULTURAL CENTER,community_nonprofit_orgs,62650.0,7313 FLORENCE AVE,PITTSBURGH,40.4208660520722,-79.8907776607849
35265384,THREE RIVERS VILLAGE SCHOOL,community_nonprofit_orgs,59794.0,134 E ELIZABETH ST,PITTSBURGH,40.4071826294833,-79.9424305772417
35265385,THREE RIVERS WALK TO EMMAUS,community_nonprofit_orgs,18125.0,355 PINE CREEK RD,WEXFORD,40.5931020334263,-80.058430091673
35265386,THREE RIVERS WATERKEEPER INC,community_nonprofit_orgs,56603.0,33 TERMINAL WAY SUITE 537A,PITTSBURGH,40.4304177528185,-79.9967955320043
35265387,THREE RIVERS YOUNG PEOPLES ORCHESTRAS,community_nonprofit_orgs,46004.0,212 9TH ST STE 601,PITTSBURGH,40.4432592071407,-79.9982668167889
35265388,THREE RIVERS YOUTH,community_nonprofit_orgs,45660.0,6117 BROAD ST,PITTSBURGH,40.4620271085974,-79.9222696083831
35265389,THRILL MILL INC,community_nonprofit_orgs,62535.0,6401 PENN AVENUE 3RD FLOOR,PITTSBURGH,40.4591104736478,-79.9173266865623
35265390,THRIVE OF SOUTHWEST PA,community_nonprofit_orgs,66910.0,162 LLOYD AVE,PITTSBURGH,40.4270772641683,-79.8821103679707
35265391,THROUGH HIS HANDS,community_nonprofit_orgs,66411.0,544 OLD FAYETTE TRL,OAKDALE,40.3832076391149,-80.1705821101547
35265392,TICKETS FOR KIDS FOUNDATION,community_nonprofit_orgs,17900.0,700 BLAW AVE SUITE 105,PITTSBURGH,40.4919830983539,-79.862384525541
35265393,TIDAL WAVE SWIM TEAM,community_nonprofit_orgs,64894.0,1296 MANOR DR,PITTSBURGH,40.3269728756262,-80.0953417348084
35265394,TIDIOUTE LIBRARY ASSOC T A MARINE BANK TRUSTEE,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265395,TIME-OUT MINISTRIES INC,community_nonprofit_orgs,52811.0,609 JONES AVE,NORTH BRADDOCK,40.4039588433739,-79.862548792177
35265396,TIMES ARE CHANGING TABLES INC,community_nonprofit_orgs,73436.0,1630 BILTMORE LN,PITTSBURGH,40.4184040591788,-79.9205669917115
35265397,TIMOTHY S MOCK CF CHARITABLE TR (TIMOTHY S MOCK TTEE),community_nonprofit_orgs,18988.0,2200 GEORGETOWN DR STE 401,SEWICKLEY,40.6109592665663,-80.1036210115956
35265398,TINA KOKEL MEMORIAL SCHOLARSHIP,community_nonprofit_orgs,61659.0,219 WIN RIDGE DR,MOON TOWNSHIP,40.5261997789516,-80.2006894483379
35265399,TIOGA HEALTHCARE PROVIDERS INC (UPMC CORPORATE TAX),community_nonprofit_orgs,21962.0,600 GRANT ST 58TH FL,PITTSBURGH,40.4413549979629,-79.9948527458362
35265400,TIPPINS FOUNDATION,community_nonprofit_orgs,54359.0,209 4TH AVE,PITTSBURGH,40.4400164219746,-80.0025655746596
35265401,TITLE APPRAISAL VENDOR MANAGEMENT ASSOCIATION,community_nonprofit_orgs,67822.0,PO BOX 1196,WEXFORD,40.62646,-80.05589
35265402,TOASTMASTERS INTERNATIONAL (738559 BRUCETON TOASTMASTERS CLUB),community_nonprofit_orgs,18324.0,PO BOX 10940,PITTSBURGH,40.33514,-79.983243
35265403,TOASTMASTERS INTERNATIONAL (5614133 HM HEALTH SOLUTIONS TMS),community_nonprofit_orgs,76816.0,PENN AVENUE PLACE,PITTSBURGH,40.448178,-79.988852
35265404,TITUSVILLE SENIOR HOUSING CORPORATION,community_nonprofit_orgs,18126.0,440 LINCOLN AVE,PITTSBURGH,40.4948813683522,-80.053441552082
35265405,TJ ARTS,community_nonprofit_orgs,56632.0,220 ORCHARD CT,JEFFERSON HLS,40.3007548926156,-79.955818255971
35265406,TJ FOOTBALL BOOSTERS,community_nonprofit_orgs,57021.0,108 TANGELO DR,JEFFERSON HLS,40.2844511368023,-79.9554108104994
35265407,TO PLAY TOO,community_nonprofit_orgs,76631.0,1055 WINDY OAK DR,PITTSBURGH,40.4962130781326,-79.757657902677
35265408,TOASTMASTERS INTERNATIONAL (6616936 ACCREDO HEALTH GROUP),community_nonprofit_orgs,76823.0,3000 ERICSSON DR STE 100,WARRENDALE,40.6584911538606,-80.1018414756663
35265409,TOASTMASTERS INTERNATIONAL (6006605 IR IT MATTERS WE TALK ABOUT),community_nonprofit_orgs,76813.0,2000 GEORGETOWN DR STE 400,SEWICKLEY,40.6093452508218,-80.1035809778356
35265410,TOASTMASTERS INTERNATIONAL (2472 NORTH HILLS CLUB),community_nonprofit_orgs,39069.0,1619 SETTLERS DR,SEWICKLEY,40.5876628027686,-80.0942160697843
35265411,TOASTMASTERS INTERNATIONAL (672 BEACON CLUB),community_nonprofit_orgs,20803.0,106 CAMELOT DR,PITTSBURGH,40.583937008949,-80.0442209605488
35265412,TOASTMASTERS INTERNATIONAL (6308 AMBASSADORS TOASTMASTERS CLUB),community_nonprofit_orgs,76345.0,2872 MCCULLY RD,ALLISON PARK,40.580654531859,-79.9453408542218
35265413,TOASTMASTERS INTERNATIONAL (5934795 PPG CIC TOASTMASTERS),community_nonprofit_orgs,76840.0,4325 ROSANNA DR,ALLISON PARK,40.5723610446418,-79.9498534008818
35265414,TOASTMASTERS INTERNATIONAL (5211 MIDDAY CLUB),community_nonprofit_orgs,20179.0,1703 SAW GRASS CT,PITTSBURGH,40.5697905254916,-80.0786679317137
35265415,TOASTMASTERS INTERNATIONAL (602362 THE NEXT STEP TOASTMASTERS),community_nonprofit_orgs,19825.0,8219 ELEANOR ST,PITTSBURGH,40.5568987314051,-80.0367328497503
35265416,TOASTMASTERS INTERNATIONAL (7437489 ACC TOASTMASTERS),community_nonprofit_orgs,76841.0,1011 GRANDVIEW AVE,MCKNIGHT,40.5375499052157,-80.0316747118486
35265417,TOASTMASTERS INTERNATIONAL (970596 ASPINWALL TOASTMASTERS),community_nonprofit_orgs,55523.0,729 15TH ST,OAKMONT,40.5212010378152,-79.8231817207051
35265418,TOASTMASTERS INTERNATIONAL (7300751 GIANT EAGLE RIDC),community_nonprofit_orgs,76838.0,701 ALPHA DR,PITTSBURGH,40.5091037250951,-79.8710559018479
35265419,TOASTMASTERS INTERNATIONAL (5977648 YAPPY HOUR),community_nonprofit_orgs,58144.0,345 COURT ST,CORAOPOLIS,40.5073820876983,-80.2657532364925
35265420,TOASTMASTERS INTERNATIONAL (5977634 VERBAL EXPRESSO),community_nonprofit_orgs,58144.0,345 COURT ST,CORAOPOLIS,40.5073820876983,-80.2657532364925
35265421,TOASTMASTERS INTERNATIONAL (7032806 ALLEGHENY COUNTY AIRPORT),community_nonprofit_orgs,46002.0,1000 AIRPORT BLVD,PITTSBURGH,40.4960508274496,-80.2552682244343
35265422,TOASTMASTERS INTERNATIONAL (1455659 CHERRINGTON TOASTMASTERS),community_nonprofit_orgs,76524.0,1000 CHERRINGTON PKWY,MOON TOWNSHIP,40.4937202942225,-80.2004214310915
35265423,TOASTMASTERS INTERNATIONAL (2723 VA CLUB),community_nonprofit_orgs,52505.0,1225 STANFORD CT,CORAOPOLIS,40.4935898635993,-80.1113101174655
35265424,TOASTMASTERS INTERNATIONAL (1913 FEDERAL BUILDING CLUB),community_nonprofit_orgs,36020.0,202 JOYCE DR,PITTSBURGH,40.4753601575956,-79.9827262367204
35265425,TOASTMASTERS INTERNATIONAL (8028 FEDEX TOASTMASTERS),community_nonprofit_orgs,20201.0,1000 FED EX DR,MOON TWP,40.4634915048484,-80.177472279253
35265426,TOASTMASTERS INTERNATIONAL (5314886 NORTHSIDE TOASTMASTERS),community_nonprofit_orgs,76804.0,1609 MEADVILLE ST,PITTSBURGH,40.4606741494981,-80.0050217599886
35265427,TOASTMASTERS INTERNATIONAL (4520686 WILLIAMS ENERGY IN MOTION),community_nonprofit_orgs,76796.0,2000 COMMERCE DR,PITTSBURGH,40.4598655823307,-80.1954016771602
35265428,TOASTMASTERS INTERNATIONAL (7164550 LIFT EVERY VOICE),community_nonprofit_orgs,76851.0,1306 PENNSYLVANIA AVE,PITTSBURGH,40.4544942697982,-80.025184017551
35265429,TOASTMASTERS INTERNATIONAL (1104 PENN HILLS CLUB),community_nonprofit_orgs,52488.0,9 KILTIE DR,PITTSBURGH,40.4523915863594,-79.8108107535194
35265430,TOGETHER FOR RETARDED YOUTH INC,community_nonprofit_orgs,46491.0,PO BOX 40,WEXFORD,40.62646,-80.05589
35265431,TOASTMASTERS INTERNATIONAL (5420200 COVESTRO TOASTMASTERS),community_nonprofit_orgs,76805.0,1 COVESTRO CIR,PITTSBURGH,40.4458434132974,-80.1680928867862
35265432,TOASTMASTERS INTERNATIONAL (7473756 POWER UP),community_nonprofit_orgs,76850.0,1001 LIBERTY AVE STE 12,PITTSBURGH,40.4445687762873,-79.9939920077681
35265433,TOASTMASTERS INTERNATIONAL (1014683 BAYER TOASTMASTERS CLUB),community_nonprofit_orgs,54830.0,100 BAYER RD,PITTSBURGH,40.4434613168548,-80.1688791184836
35265434,TOASTMASTERS INTERNATIONAL (3374512 EQT TOASTMASTERS),community_nonprofit_orgs,65921.0,625 LIBERTY AVENUE,PITTSBURGH,40.4424144419846,-80.0010840748096
35265435,TOASTMASTERS INTERNATIONAL (3842479 MOON TOASTMASTERS),community_nonprofit_orgs,76772.0,1106 PINE RIDGE DR,OAKDALE,40.442334684751,-80.2457479726515
35265436,TOASTMASTERS INTERNATIONAL (5716435 TALK TONS),community_nonprofit_orgs,76812.0,120 FIFTH AVENUE - P5340,PITTSBURGH,40.4418985883087,-80.0034316696883
35265437,TOASTMASTERS INTERNATIONAL (7504 CLEVELAND SPEAKS TOASTMASTERS),community_nonprofit_orgs,59584.0,249 FIFTH AVENUE 21ST FLOOR,PITTSBURGH,40.4412005700043,-80.0005528029699
35265438,TOASTMASTERS INTERNATIONAL (3153878 PITT TOASTMASTERS CL),community_nonprofit_orgs,76720.0,510 MIFFLIN AVENUE,PITTSBURGH,40.440883500508,-79.8936676119115
35265439,TOASTMASTERS INTERNATIONAL (4724971 PREP SPEAKS),community_nonprofit_orgs,45567.0,300 5TH AVE,PITTSBURGH,40.4405182214315,-80.0002870520235
35265440,TOASTMASTERS INTERNATIONAL (7104014 CMMI TOASTMASTERS),community_nonprofit_orgs,76837.0,11 STANWIX ST STE 1150,PITTSBURGH,40.4391042577972,-80.0063362646672
35265441,TOASTMASTERS INTERNATIONAL (7393712 HDR PITTSBURGH),community_nonprofit_orgs,76839.0,11 STANWIX ST STE 800,PITTSBURGH,40.4391042577972,-80.0063362646672
35265442,TOASTMASTERS INTERNATIONAL (4813611 WOMAN TWO WOMAN),community_nonprofit_orgs,76797.0,1620 MURRAY AVE,PITTSBURGH,40.4390954000797,-79.9233780074963
35265443,TOASTMASTERS INTERNATIONAL (5282335 TALKING POINTS),community_nonprofit_orgs,40828.0,201 WOOD ST,PITTSBURGH,40.4385513974702,-80.0014288251436
35265444,TOASTMASTERS INTERNATIONAL (1462 CITY OF BRIDGES TOASTMASTERS),community_nonprofit_orgs,51528.0,142 NOTTINGHAM DR,PITTSBURGH,40.4375529539293,-80.1330736591714
35265445,TOASTMASTERS INTERNATIONAL (1306484 HELPS ON SMITHFIELD),community_nonprofit_orgs,76433.0,1 SMITHFIELD STREET,PITTSBURGH,40.4371071820524,-80.0010280947271
35265446,TOASTMASTERS INTERNATIONAL (3080117 RUNNING MAN SPEAKS),community_nonprofit_orgs,76735.0,225 W STATION SQUARE DR STE 700,PITTSBURGH,40.4343040657552,-80.0061790972538
35265447,TOASTMASTERS INTERNATIONAL (5282 BPMI TOASTMASTERS CLUB),community_nonprofit_orgs,76904.0,3500 TECHNOLOGY DR,MONROEVILLE,40.4257607778524,-79.7819364145485
35265448,TOASTMASTERS INTERNATIONAL (631552 SALLIE BOGGS TOASTMASTERS CL),community_nonprofit_orgs,54624.0,2101 HAZELTINE WAY,PITTSBURGH,40.4184208482929,-79.8874608030026
35265449,TOASTMASTERS INTERNATIONAL (5333941 THE POWER OF TOAST TPOT),community_nonprofit_orgs,76799.0,316 LEXINGTON CT,CARNEGIE,40.4108325492572,-80.0926637377418
35265450,TOASTMASTERS INTERNATIONAL (1646 DAWN PATROL CLUB),community_nonprofit_orgs,47631.0,2801 DWIGHT AVE,PITTSBURGH,40.400619038075,-80.0373960485671
35265451,TOASTMASTERS INTERNATIONAL (144 PITTSBURGH CLUB),community_nonprofit_orgs,20280.0,101 JAMESTOWN DR APT B,PITTSBURGH,40.3931059699129,-80.0561125799782
35265452,TOASTMASTERS INTERNATIONAL (3727552 TOASTMASTERS CARRICK PA),community_nonprofit_orgs,76795.0,15 BELPLAIN ST,PITTSBURGH,40.3852147396384,-79.9792951961414
35265453,TOASTMASTERS INTERNATIONAL (901 MCKEESPORT AREA CLUB),community_nonprofit_orgs,53392.0,136 ROBIN ST,N VERSAILLES,40.3730725592188,-79.8158438945476
35265454,TOASTMASTERS INTERNATIONAL (1357973 PB&J PITTSBURGH),community_nonprofit_orgs,76590.0,957 BOCKSTOCE AVE APT B307,PITTSBURGH,40.3658475098425,-80.0276721792816
35265455,TOASTMASTERS INTERNATIONAL (3408 BETTIS CLUB),community_nonprofit_orgs,77103.0,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,40.3572275070147,-79.8991378124232
35265456,TOASTMASTERS INTERNATIONAL (5592 BNY MELLON TOASTMASTERS CLUB),community_nonprofit_orgs,48250.0,600 HIDDEN RIDGE CT APT 303,SOUTH PARK,40.2915904254233,-79.9894634927664
35265457,TOBACCO FREE ALLEGHENY,community_nonprofit_orgs,17688.0,1501 REEDSDALE STREET THE CARDELLO,PITTSBURGH,40.4495739984879,-80.0274208971262
35265458,TOGETHER FOREVER INC,community_nonprofit_orgs,69703.0,2533 WENZELL AVE,PITTSBURGH,40.3989144871496,-80.0283328779361
35265459,TOMAHAWK HILL FOUNDATION,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265460,TOMAYKO FOUNDATION,community_nonprofit_orgs,65045.0,2403 SIDNEY STREET NO 220B,PITTSBURGH,40.4298999326664,-79.9698251122685
35265461,TONER INSTITUTE INC,community_nonprofit_orgs,44445.0,CASTLEGATE AV,PITTSBURGH,40.392693,-80.024194
35265462,TOMORROWS FUTURE,community_nonprofit_orgs,51146.0,5108 BAUM BLVD,PITTSBURGH,40.4553711771336,-79.9433124851321
35265463,TOPS CLUB INC (0360 HOUSTON TOPS PA),community_nonprofit_orgs,66375.0,114 BEECHNUT RD,MCDONALD,40.332702,-80.319704
35265464,TOMORROWS STARS,community_nonprofit_orgs,59470.0,612 8TH ST,OAKMONT,40.5189327723245,-79.8347791116374
35265465,TRAIL ADAMS AREA INC (TRAIL ADAMS),community_nonprofit_orgs,72243.0,164 HAMMOND RD,MARS,40.721889,-79.98174
35265466,TOONSEUM,community_nonprofit_orgs,55233.0,945 LIBERTY AVE,PITTSBURGH,40.4435942271077,-79.9964620054054
35265467,TOPS CLUB INC (0432 PITTSBURGH TOPS PA),community_nonprofit_orgs,33472.0,934 FOREST AVE,BELLEVUE,40.5073584483361,-80.0501855756769
35265468,TOPS CLUB INC (0059 TOPS PA PLUM),community_nonprofit_orgs,49069.0,131 JACKSON RD,PITTSBURGH,40.4866207332989,-79.7685272749959
35265469,TOPS CLUB INC (1269 PITTSBURGH TOPS PA),community_nonprofit_orgs,60491.0,613 PENNVIEW DR,PITTSBURGH,40.446211420727,-79.8320463852814
35265470,TOPS CLUB INC (0475 TOPS PA CARGEGIE),community_nonprofit_orgs,49258.0,200 RAILROAD AVE APT 203,CARNEGIE,40.4095276055441,-80.0900653972052
35265471,TOPS CLUB INC (0615 TOPS PA PITTSBURGH),community_nonprofit_orgs,48214.0,34 WOODRUFF DR,CARNEGIE,40.4075571197055,-80.0747938624717
35265472,TOPS CLUB INC (1544 ELIZABETH TOPS PA),community_nonprofit_orgs,19991.0,6017 MEADE ST,MCKEESPORT,40.3124701594413,-79.8207177476425
35265473,TORAH ONE ON ONE,community_nonprofit_orgs,52460.0,2202 SHADY AVE,PITTSBURGH,40.4332957429435,-79.9187558645893
35265474,TRINITY TOWER UNITED METHODIST CHURCH,community_nonprofit_orgs,34166.0,6729 SALTSBURG RD,PITTSBURGH,40.4822283070036,-79.8027980422745
35265475,TOTUS TUUS,community_nonprofit_orgs,33664.0,1 PPG PL STE 1700,PITTSBURGH,40.4400091916322,-80.0038375500471
35265476,TOUCHING FAMILIES INC,community_nonprofit_orgs,52459.0,35 GRANT AVE,DUQUESNE,40.3733029752948,-79.8454280548362
35265477,TOUCHSTONE CARES,community_nonprofit_orgs,75103.0,2607 NICHOLSON RD STE 2,SEWICKLEY,40.6115381983436,-80.1010736887181
35265478,TOUR ED MINE & MUSEUM,community_nonprofit_orgs,49049.0,748 BULL CREEK RD,TARENTUM,40.6168209713784,-79.7599600142413
35265479,TOURETTE ASSOCIATION OF AMERICA INC (WESTER PENNSYLVANIA),community_nonprofit_orgs,62502.0,10363 GRUBBS RD,WEXFORD,40.6035070806898,-80.0357944743249
35265480,TOYS FOR PITTSBURGH TIKES,community_nonprofit_orgs,71076.0,4727 WILLIAM PENN HWY,MONROEVILLE,40.4333613414916,-79.731206421055
35265481,TR A ROBEERT A BROWN 07944-00-2,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265482,TR STONESIFER IR,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
